row_id,Episode,Season,Show,narration_text
14781,e9-The Rains of Castamere,season-03,Game-of-Thrones,Addressing DAARIO
14782,e9-The Rains of Castamere,season-03,Game-of-Thrones,"DAARIO smiles at JORAH as more Yunkish guards appear, surrounding the trio"
14783,e9-The Rains of Castamere,season-03,Game-of-Thrones,"The scene changes to right outside of The Twins, where the Stark army are set up in tents and passing the time with some wrestling.  It then switches to inside of The Twins, at the wedding ceremony of EDMURE and WALDER’S daughter, ROSLIN FREY. WALDER walks the bride to the altar, her face is covered with a veil.  EDMURE is standing at the altar, looking worried, as ROBB and his family are looking on.  ROBB turns his head back towards WALDER and ROSLIN, while ROOSE BOLTON stares at ROBB.  As WALDER approaches, he trades glances with ROBB.  When WALDER and ROSLIN finally reach the altar, he removes her veil.  EDMURE'S fear of an ugly bride are put to rest when he finally sees how beautiful ROSLIN is.  ROSLIN gets down on her knees in front of EDMURE"
14785,e9-The Rains of Castamere,season-03,Game-of-Thrones,EDMURE helps ROSLIN up
14787,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROSLIN smiles
14789,e9-The Rains of Castamere,season-03,Game-of-Thrones,"EDMURE removes his cloak as he goes behind ROSLIN to drape it over her shoulders.  ROSLIN and ROBB trade glances.  ROBB then looks at WALDER who gives him a strange look before grinning.  EDMURE finishes putting the cloak on ROSLIN, then looks at CATELYN who smiles at him.  He walks back to ROSLIN’S side and the SEPTON ties EDMURE and ROSLIN'S hands together"
14791,e9-The Rains of Castamere,season-03,Game-of-Thrones,EDMURE and ROSLIN turn to each other
14793,e9-The Rains of Castamere,season-03,Game-of-Thrones,BLACKFISH looks at the ugly Frey women who smile back at him.  He quickly turns around
14794,e9-The Rains of Castamere,season-03,Game-of-Thrones,Scene changes to inside of the windmill.  It’s nighttime.  OSHA lights a candle
14797,e9-The Rains of Castamere,season-03,Game-of-Thrones,Looks at JOJEN
14799,e9-The Rains of Castamere,season-03,Game-of-Thrones,Shot of HODOR still resting
14802,e9-The Rains of Castamere,season-03,Game-of-Thrones,Looks at RICKON
14809,e9-The Rains of Castamere,season-03,Game-of-Thrones,OSHA grabs BRAN by the hand
14812,e9-The Rains of Castamere,season-03,Game-of-Thrones,Surprised
14816,e9-The Rains of Castamere,season-03,Game-of-Thrones,RICKON'S eyes start tearing up
14818,e9-The Rains of Castamere,season-03,Game-of-Thrones,RICKON shakes his head with tears in his eyes
14819,e9-The Rains of Castamere,season-03,Game-of-Thrones,Looks at OSHA
14821,e9-The Rains of Castamere,season-03,Game-of-Thrones,RICKON stands up and looks at OSHA
14823,e9-The Rains of Castamere,season-03,Game-of-Thrones,RICKON turns around to look at BRAN
14825,e9-The Rains of Castamere,season-03,Game-of-Thrones,She grabs RICKON by the waist and sits him on her lap
14826,e9-The Rains of Castamere,season-03,Game-of-Thrones,RICKON starts crying.  BRAN looks at OSHA
14828,e9-The Rains of Castamere,season-03,Game-of-Thrones,RICKON cries as OSHA strokes his hair
14829,e9-The Rains of Castamere,season-03,Game-of-Thrones,To RICKON
14830,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Crying, looks at OSHA"
14831,e9-The Rains of Castamere,season-03,Game-of-Thrones,OSHA strokes RICKON’S hair and kisses him on the head.  She then gets up and helps RICKON up as well
14834,e9-The Rains of Castamere,season-03,Game-of-Thrones,OSHA kisses RICKON on the head again
14836,e9-The Rains of Castamere,season-03,Game-of-Thrones,RICKON walks one step before dropping to his knees to give BRAN a tight hug.  The Reeds look at BRAN and RICKON and then switch their gaze to OSHA
14837,e9-The Rains of Castamere,season-03,Game-of-Thrones,Looks at the Reeds
14837,e9-The Rains of Castamere,season-03,Game-of-Thrones,MEERA gives a slight nod
14838,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Final shot of BRAN and RICKON hugging followed by a shot of OSHA and RICKON exiting the windmill, with Shaggydog leading the way"
14839,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Scene shifts to DAENERYS’ tent outside of the city of Yunkai.  It’s nighttime and there are Unsullied soldiers surrounding the tent.  The next shot is inside of the tent.  BARRISTAN is having a drink, MISSANDEI presents some food to DAENERYS who is sitting down.  She suddenly gets up and ignores the food, as she approaches BARRISTAN with impatience"
14840,e9-The Rains of Castamere,season-03,Game-of-Thrones,BARRISTAN looks at her
14840,e9-The Rains of Castamere,season-03,Game-of-Thrones,BARRISTAN shrugs
14841,e9-The Rains of Castamere,season-03,Game-of-Thrones,"BARRISTAN briefly ponders the question before JORAH, GREY WORM and several Unsullied guards arrive.  JORAH and GREY WORM are both tired and covered in blood"
14842,e9-The Rains of Castamere,season-03,Game-of-Thrones,Looks at DAENERYS
14843,e9-The Rains of Castamere,season-03,Game-of-Thrones,DAENERYS likes the news but her face suddenly shows some worry
14845,e9-The Rains of Castamere,season-03,Game-of-Thrones,"JORAH’S face goes from a smile to a look of shock.  Suddenly, DAARIO emerges from behind the Unsullied guards, with a Yunkai flag draped over his shoulder and his face covered in blood.  He walks towards DAENERYS and drops to one knee.  He drapes the flag over his knee and looks up at DAENERYS"
14847,e9-The Rains of Castamere,season-03,Game-of-Thrones,DAENERYS starts to smile
14848,e9-The Rains of Castamere,season-03,Game-of-Thrones,"The scene shifts to the wedding celebration inside of The Twins.  A band is playing music on the balcony of the hall.  WALDER is seated on the high chair at the main table, underneath the balcony where the musicians are playing.  Seated to his left are ROSLIN and EDMURE.  Seated to his right is his wife, JOYEUSE FREY.  Stark men and Frey men and women are celebrating the marriage.  TALISA is seated at a table towards the front, near WALDER'S main table.  Next to her is LOTHAR FREY, one of WALDER'S many sons"
14849,e9-The Rains of Castamere,season-03,Game-of-Thrones,Looking at the band and talking to LOTHAR
14851,e9-The Rains of Castamere,season-03,Game-of-Thrones,"ROBB takes a drink and starts laughing.  Next shot is from across the hall, where ROOSE, BLACKFISH and CATELYN are seated, enjoying themselves"
14853,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Seated next to BLACKFISH is WENDEL MANDERLY of House Manderly.  Next to him is BLACK WALDER FREY, another one of WALDER'S sons"
14854,e9-The Rains of Castamere,season-03,Game-of-Thrones,Looking at EDMURE and talking to BLACKFISH
14855,e9-The Rains of Castamere,season-03,Game-of-Thrones,Shot of EDMURE whispering in ROSLIN'S ear as she smiles
14857,e9-The Rains of Castamere,season-03,Game-of-Thrones,Laughs
14859,e9-The Rains of Castamere,season-03,Game-of-Thrones,CATELYN and BLACKFISH both laugh.  A servant tries to pour some wine into ROOSE'S cup but he covers it with his hand before she can pour anything.  CATELYN looks at ROOSE
14862,e9-The Rains of Castamere,season-03,Game-of-Thrones,Still talking to ROOSE while the servant pours him more wine
14864,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROOSE smiles and BLACKFISH laughs.  CATELYN gives ROOSE a serious look
14868,e9-The Rains of Castamere,season-03,Game-of-Thrones,"BLACKFISH gets up from his seat and begins exiting the hall, as ROBB and TALISA look on"
14872,e9-The Rains of Castamere,season-03,Game-of-Thrones,Looks at EDMURE and ROSLIN
14874,e9-The Rains of Castamere,season-03,Game-of-Thrones,TALISA gasps and tries to strike ROBB but he catches her hand
14876,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB and TALISA look at each other before ROBB tries to kiss her.  TALISA stops him
14878,e9-The Rains of Castamere,season-03,Game-of-Thrones,Addressing ROBB loudly so everybody can hear
14879,e9-The Rains of Castamere,season-03,Game-of-Thrones,Everybody starts knocking on the tables.  WALDER signals for the music and knocking to stop
14880,e9-The Rains of Castamere,season-03,Game-of-Thrones,Everybody laughs
14880,e9-The Rains of Castamere,season-03,Game-of-Thrones,Everybody cheers
14881,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Knocking on the tables, chanting"
14882,e9-The Rains of Castamere,season-03,Game-of-Thrones,Gets up from his seat and addresses WALDER
14883,e9-The Rains of Castamere,season-03,Game-of-Thrones,"Everybody cheers, the band starts playing celebratory music again.  EDMURE smiles, ROSLIN looks concerned.  Men start getting up from their seats and approach the main table"
14884,e9-The Rains of Castamere,season-03,Game-of-Thrones,Chanting
14885,e9-The Rains of Castamere,season-03,Game-of-Thrones,The men pick up ROSLIN and carry her out of the hall.  The women grab EDMURE and start bringing him out as well. TALISA looks worried when she sees ROSLIN being carried away.  Everybody is cheering on.  The men start removing some of ROSLIN'S clothes while the women start doing the same to EDMURE
14886,e9-The Rains of Castamere,season-03,Game-of-Thrones,Laughs
14887,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB looks on smiling and clapping.  TALISA looks at ROBB with a worried look
14888,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROOSE and CATELYN look at ROSLIN and EDMURE being carried out of the hall
14892,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROOSE looks at CATELYN and chuckles before walking away
14893,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB and TALISA watch as the bedding procession is almost finished
14897,e9-The Rains of Castamere,season-03,Game-of-Thrones,TALISA stares at ROBB
14898,e9-The Rains of Castamere,season-03,Game-of-Thrones,"TALISA puts her hand on ROBB'S shoulder, runs it down his arm, before grabbing his hand and placing it on her stomach"
14903,e9-The Rains of Castamere,season-03,Game-of-Thrones,Catches ROBB by surprise
14905,e9-The Rains of Castamere,season-03,Game-of-Thrones,"ROBB and TALISA kiss.  CATELYN looks on and smiles as BLACK WALDER walks towards the door of the hall to close it.  He walks back and the band starts playing the Lannister song, “The Rains of Castamere.”  The band’s expression is very serious and the song isn’t as cheerful as their previous songs.  CATELYN looks up at the band with a worried expression.  Scene changes to outside of The Twins, Grey Wind is locked up in a kennel, whimpering, sensing something is wrong as Frey soldiers are on the move.  The scene then changes again to the main gate of The Twins, where the tents are set up and men are still celebrating. THE HOUND and ARYA approach the gate, riding the pig farmer’s cart"
14907,e9-The Rains of Castamere,season-03,Game-of-Thrones,Three Frey guards stop THE HOUND and ARYA from entering The Twins
14912,e9-The Rains of Castamere,season-03,Game-of-Thrones,ARYA watches as Frey soldiers run into the Twins
14913,e9-The Rains of Castamere,season-03,Game-of-Thrones,Angrily
14914,e9-The Rains of Castamere,season-03,Game-of-Thrones,ARYA looks up
14915,e9-The Rains of Castamere,season-03,Game-of-Thrones,Infuriated
14916,e9-The Rains of Castamere,season-03,Game-of-Thrones,"THE HOUND gives up.  As he looks back, he notices that ARYA is not in the cart.  The scene then switches back to the hall inside of The Twins.  WALDER signals for everybody to be quiet.  He addresses ROBB"
14918,e9-The Rains of Castamere,season-03,Game-of-Thrones,WALDER stands up with a cup in his hand.  Everybody takes a seat except ROBB.  ROOSE returns to the hall and sits next to CATELYN
14920,e9-The Rains of Castamere,season-03,Game-of-Thrones,"CATELYN looks scared.  ROOSE slowly turns his head to look at CATELYN.  He's smiling as he looks down at his arm, inviting CATELYN to take a look"
14922,e9-The Rains of Castamere,season-03,Game-of-Thrones,"CATELYN pulls back ROOSE'S sleeve, she sees that he’s wearing chainmail.  She starts gasping as ROOSE stares at her.  She suddenly gets up from her seat and slaps ROOSE across the face, prompting him to run to the other side of the hall"
14924,e9-The Rains of Castamere,season-03,Game-of-Thrones,"LOTHAR pulls a knife out of his sleeve and repeatedly stabs TALISA in the stomach from behind.  She starts screaming as ROBB looks on in horror.  As ROBB starts to approach her, the band now have crossbows and they shoot arrows at Robb, hitting him.  The rest of the Frey men in the hall start slaughtering the Stark men.  ROBB is repeatedly shot with arrows and falls to the ground.  TALISA falls to the ground in agony.  CATELYN in shock over ROBB, gets hit in the shoulder by an arrow, making her fall down.  As the massacre continues, WALDER smiles and sips from his cup.  The scene then switches to ARYA sneaking into The Twins.  She hides behind a barrel and watches some Stark men eating with Frey men in front of the kennel that Grey Wind is in"
14925,e9-The Rains of Castamere,season-03,Game-of-Thrones,Laughing
14925,e9-The Rains of Castamere,season-03,Game-of-Thrones,Men laughing
14926,e9-The Rains of Castamere,season-03,Game-of-Thrones,ARYA grins
14928,e9-The Rains of Castamere,season-03,Game-of-Thrones,Slit’s the throat of a Stark soldier
14929,e9-The Rains of Castamere,season-03,Game-of-Thrones,"The Frey men kill the Stark men.  They flip over the table and march off as ARYA hides in the shadows of the barrels.  ARYA can hear Grey Wind whimpering as he tries to break out of the locked kennel.  She goes behind the flipped over table and sees Grey Wind jumping up and down.  Suddenly, Frey men appear with crossbows.  Grey Wind growls at them before they shoot him to death.  ARYA is horrified.  She watches as Grey Wind takes his last breath and dies.  She then notices more Frey men emerging from a doorway.  She starts walking towards the doorway until THE HOUND puts his hand on her shoulder and turns her around"
14931,e9-The Rains of Castamere,season-03,Game-of-Thrones,"THE HOUND hits ARYA on the back of the head, knocking her out.  He carries her over his shoulder and starts exiting The Twins.  The scene then changes to CATELYN crawling underneath the table at the hall with the arrow still lodged in her shoulder.  She notices JOYEUSE hiding underneath the main table.  ROBB gazes at TALISA laying on the ground with her hand on her bloodied stomach.  He starts crawling towards her.  WALDER notices and signals for everybody to stop"
14933,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB places one hand on TALISA'S stomach and lifts her head up with his other hand.  She has already died.  CATELYN grabs a dagger and emerges from under the table.  She grabs JOYEUSE by the hair and drags her out from under the main table.  CATELYN presses the dagger against JOYEUSE'S throat as WALDER looks on.  The archers fix their sights on CATELYN
14934,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB is still cradling TALISA on the floor
14935,e9-The Rains of Castamere,season-03,Game-of-Thrones,Angrily
14936,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB lays TALISA'S head on the ground
14939,e9-The Rains of Castamere,season-03,Game-of-Thrones,CATELYN straightens up and presses the dagger harder against JOYEUSE'S neck
14941,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB starts to stand up
14943,e9-The Rains of Castamere,season-03,Game-of-Thrones,ROBB turns to CATELYN
14945,e9-The Rains of Castamere,season-03,Game-of-Thrones,CATELYN turns to ROBB with tears in her eyes as ROOSE suddenly reappears in front of ROBB.  He faces ROBB and grabs him by the shoulder
14947,e9-The Rains of Castamere,season-03,Game-of-Thrones,"ROOSE thrusts a dagger into ROBB'S heart. While still staring at CATELYN, ROBB dies and collapses to the floor next to TALISA.  CATELYN wails loudly while WALDER takes a sip from his cup.  She slits JOYEUSE'S throat with the dagger, killing her.  JOYEUSE falls to the ground with blood spraying from her neck and CATELYN drops the dagger.  She looks on hopelessly, in a dreary daze.  After a long pause, BLACK WALDER finally emerges behind CATELYN and slits her throat, killing her.  She falls to the floor with blood spraying from her neck"
14948,e9-The Rains of Castamere,season-03,Game-of-Thrones,Cut To Black
14949,e9-The Rains of Castamere,season-03,Game-of-Thrones,End Credits.  No music
15603,e10-The Children,season-04,Game-of-Thrones,Jon Snow leaves the tunnel and walks out into the snow. Smoking dead bodies lie all around him. As he walks into the forest he becomes surrounded by Wildlings. He has entered the Wildling camp unarmed
15606,e10-The Children,season-04,Game-of-Thrones,Mance and Jon enter Mance's tent and take a seat
15618,e10-The Children,season-04,Game-of-Thrones,One of the Wildlings gets two cups and fills them with liquid. Jon looks at Mance
15620,e10-The Children,season-04,Game-of-Thrones,They pick up their cups
15623,e10-The Children,season-04,Game-of-Thrones,They take a sip and Jon begins to cough
15629,e10-The Children,season-04,Game-of-Thrones,They lift their cups
15637,e10-The Children,season-04,Game-of-Thrones,Jon looks over towards the knife. The Wildlings get their weapons ready
15639,e10-The Children,season-04,Game-of-Thrones,"A horn blows in the distance. Everyone scrambles, Mance draws a knife to Jon's neck"
15642,e10-The Children,season-04,Game-of-Thrones,The Wildlings run around frantically. Men on horseback ride toward them
15644,e10-The Children,season-04,Game-of-Thrones,"The horsemen continue toward the Wildlings, killing all in their path. The Wildlings fight back, clearly outnumbered"
15646,e10-The Children,season-04,Game-of-Thrones,Stannis Baratheon and Davos Seaworth ride up toward Mance Rayder. They get off their horses. Mance disarms himself
15648,e10-The Children,season-04,Game-of-Thrones,Mance nods
15669,e10-The Children,season-04,Game-of-Thrones,Qyburn is seen closely analyzing Gregor's body. He's in Pycelle's lab with Cersei
15684,e10-The Children,season-04,Game-of-Thrones,Pycelle leaves the laboratory angrily as Qyburn tries to save Gregor's body
15692,e10-The Children,season-04,Game-of-Thrones,Cersei leaves as Qyburn drains Gregor's blood. Cersei is seen arguing with Tywin
15715,e10-The Children,season-04,Game-of-Thrones,"Cersei walks away, leaving Tywin standing there alone. Jaime is turning pages in a book in another room"
15726,e10-The Children,season-04,Game-of-Thrones,Cersei kisses Jaime
15738,e10-The Children,season-04,Game-of-Thrones,Cersei kisses Jaime's metal hand. Jaime pulls her close and kisses her
15741,e10-The Children,season-04,Game-of-Thrones,Jaime picks Cersei up and lays her on the table as the start having sex.
15743,e10-The Children,season-04,Game-of-Thrones,Daenerys is sitting on her throne listening to her people's problems
15760,e10-The Children,season-04,Game-of-Thrones,Fennesz leaves slowly
15762,e10-The Children,season-04,Game-of-Thrones,Another man enters the hall
15768,e10-The Children,season-04,Game-of-Thrones,"The man kneels on the ground sobbing, laying a pile of burnt bones on the ground"
15770,e10-The Children,season-04,Game-of-Thrones,The man continues to sob. In another room Daenerys is speaking with Missandei
15778,e10-The Children,season-04,Game-of-Thrones,The entrance to the catacombs is rolled open. Daenerys' dragons enter followed by Daenerys. Inside there is food for them. They chomp at the food as Daenerys puts a chain collar around their necks. She walks away crying as they screech at her. She turns around as the catacombs close with tears in her eyes.
15780,e10-The Children,season-04,Game-of-Thrones,Aemon and the rest of the Night's Watch burn the bodies of their fallen comrades
15784,e10-The Children,season-04,Game-of-Thrones,Jon Snow and Melisandre share a look
15802,e10-The Children,season-04,Game-of-Thrones,Jon walks away
15806,e10-The Children,season-04,Game-of-Thrones,Jon leaves and takes Ygritte's body out past The Wall. He burns her body in a pile of logs.
15808,e10-The Children,season-04,Game-of-Thrones,Hodor drags Bran through the snow followed by Jojen and Meera Reed
15811,e10-The Children,season-04,Game-of-Thrones,Jojen falls to the ground
15815,e10-The Children,season-04,Game-of-Thrones,The group stands at the edge of a cliff. A large tree is seen  not too far off in the distance. They head toward it. As they walk a skeleton hand reaches up and drags Jojen to the ground. It starts pulling him backwards as Meera runs towards him
15819,e10-The Children,season-04,Game-of-Thrones,More hands burst from the ground.
15822,e10-The Children,season-04,Game-of-Thrones,"Skeleton warriors have now emerged from the ground. They attack Jojen, Meera and Hodor. A brawl ensues. One of them attacks Bran until his direwolf, Summer, fights it off. Bran then wargs into Hodor and starts fighting back."
15824,e10-The Children,season-04,Game-of-Thrones,"Meera defeats a skeleton warrior, only to see another repeatedly stabbing Jojen. Just as two skeletons close in on the warging Bran, they’re destroyed by two fireballs, apparently controlled by a young girl."
15826,e10-The Children,season-04,Game-of-Thrones,She looks at Meera and Jojen.
15833,e10-The Children,season-04,Game-of-Thrones,They enter a room filled with tree roots. An old man is seated in the center. Bran approaches him.
15845,e10-The Children,season-04,Game-of-Thrones,Brienne and Podrick wake up in the open air on their way to the Eyrie.
15853,e10-The Children,season-04,Game-of-Thrones,Brienne sees Arya Stark practising her river-dancing.
15872,e10-The Children,season-04,Game-of-Thrones,Sandor “The Hound” Clegane emerges.
15894,e10-The Children,season-04,Game-of-Thrones,Brienne and The Hound both draw their swords.
15899,e10-The Children,season-04,Game-of-Thrones,They begin a swordfight. The Hound seems to have the upper hand but Brienne defends well and floors him.
15901,e10-The Children,season-04,Game-of-Thrones,"The Hound grabs Brienne’s blade with his palms, shoves it to one side and punches her."
15903,e10-The Children,season-04,Game-of-Thrones,"They fight bare-handed, Brienne bites off The Hound's ear, then The Hound draws a knife, and Brienne grabs a rock. She pushes The Hound down a steep cliff."
15910,e10-The Children,season-04,Game-of-Thrones,The camera moves to show us Arya hiding just above Brienne. She walks down to The Hound.
15911,e10-The Children,season-04,Game-of-Thrones,Coughs
15915,e10-The Children,season-04,Game-of-Thrones,Arya offers water.
15918,e10-The Children,season-04,Game-of-Thrones,"Arya stands up, takes The Hound’s coin purse, and walks away."
15920,e10-The Children,season-04,Game-of-Thrones,We enter Tyrion’s cell. The door opens.
15929,e10-The Children,season-04,Game-of-Thrones,They reach the end of the underground tunnel.
15932,e10-The Children,season-04,Game-of-Thrones,They hug.
15936,e10-The Children,season-04,Game-of-Thrones,"Tyrion takes a torch and uses a trap door to enter a room. There is a woman sleeping on a double bed, and we see the booch of the Hand of the King."
15938,e10-The Children,season-04,Game-of-Thrones,"We see that the woman is Shae. She grabs a knife, and she and Tyrion struggle. Tyrion eventually strangles her with the bedclothes, weeping."
15940,e10-The Children,season-04,Game-of-Thrones,Tyrion takes a crossbow from the wall and walks in on Tywin on the privy.
15958,e10-The Children,season-04,Game-of-Thrones,Tyrion fires the crossbow at Tywin.
15961,e10-The Children,season-04,Game-of-Thrones,Tyrion fires again.
15963,e10-The Children,season-04,Game-of-Thrones,"Varys loads Tyrion, in a transport container, onto a ship. He goes to walk back to King's Landing, but turns around and boards the ship himself"
15964,e10-The Children,season-04,Game-of-Thrones,"We go back to Arya, alone. She rides her horse to a small port."
15978,e10-The Children,season-04,Game-of-Thrones,Arya hands over the token she was given by Jaqen H'ghar.
15981,e10-The Children,season-04,Game-of-Thrones,We see Arya aboard the ship.
18864,e8-The Mountain and the Viper,season-04,Game-of-Thrones,"Open to the dark, seedy town of Moles Town. Two men walk toward a brothel with smiles on their faces"
18866,e8-The Mountain and the Viper,season-04,Game-of-Thrones,"Inside everyone is happy, drinking, enjoying themselves. One woman is burping a tune"
18869,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Everyone laughs and goes “ooooo”. She burps the same tune
18871,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Everyone cheers
18882,e8-The Mountain and the Viper,season-04,Game-of-Thrones,"The owl hoots again. A man walks toward a well and in the reflection it's seen that Styr sliced the mans throat. Tormund is also seen as the Wildlings walk through the town killing everyone. Ygritte is also there. Styr and the Wildlings break into the brothel, continuing their killing spree. Ygritte kills everyone upstairs, as she's leaving she hears Gilly's baby cry. Ygritte opens a drape in the back and motions them to keep quiet"
18905,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Everyone takes a drink
18907,e8-The Mountain and the Viper,season-04,Game-of-Thrones,"Men and women are seen swimming in a lake. They're bathing and washing clothes. Grey Worm looks over at Missandei who is naked. Missandei sees him looking, he looks away ashamed then looks back. She stands up proudly, then covers up. He dunks his head under water"
18924,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Missandei is seen walking up toward Dany's throne. Grey Worm enters
18937,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Grey Worm shakes his head no
18942,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Grey Worm turns around and begins to walk away
18944,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Grey Worm stops and turns around
18947,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Grey Worm turns and walks out of the throne room
18957,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Theon approaches the castle on horseback
18959,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Theon enters the castle walls. Inside a lot of people are sick or dying
18968,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Theon hands Kenning a scroll
18972,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Kenning falls to the ground. His men pick him up
18975,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Kenning spits blood in Theon's face
18981,e8-The Mountain and the Viper,season-04,Game-of-Thrones,MAN 4 kills Kenning with an axe
18985,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Cut to MAN 4's body with no skin and his eye cut out
19009,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Sansa Stark enters the room
19027,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Sansa looks up at Petyr
19028,e8-The Mountain and the Viper,season-04,Game-of-Thrones,"Lord Royce, Lady Anya, and Petyr walk down the stairs"
19049,e8-The Mountain and the Viper,season-04,Game-of-Thrones,A boy hands a scroll to Ser Barristan. He reads it
19050,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Ser Jorah is looking at a map by the water alone
19055,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Ser Barristan hands Ser Jorah the scroll
19064,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Ser Barristan leaves
19065,e8-The Mountain and the Viper,season-04,Game-of-Thrones,"Ser Jorah enters Dany's throne room, walking toward her"
19096,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Ser Jorah goes for Dany's hand
19098,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Ser Jorah rides away from Mereen
19099,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Ramsay is seen holding a flag out to Lord Bolton
19111,e8-The Mountain and the Viper,season-04,Game-of-Thrones,The Bolton army rides forward on horseback
19113,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Sansa is seen sitting on her bed sewing. Petyr knocks on her door
19124,e8-The Mountain and the Viper,season-04,Game-of-Thrones,She looks up at him
19126,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Arya and the Hound approach the Vale
19150,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Arya bursts out laughing
19151,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Petyr is walking down the stairs with Robin
19156,e8-The Mountain and the Viper,season-04,Game-of-Thrones,"Sansa enters the scene and walks down the stairs, Petyr looks at her"
19159,e8-The Mountain and the Viper,season-04,Game-of-Thrones,"In prison, Tyrion drinks wine from Jaime"
19190,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Bells begin chiming in the distance. Jaime goes to leave
19192,e8-The Mountain and the Viper,season-04,Game-of-Thrones,"Tyrion walks out toward the arena. The Lannisters are there, Oberyn is there getting ready for the battle. Tyrion passes him in handcuffs"
19205,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Tywin speeds the process along in boredom. Horns sound to start the fight. Oberyn kisses Ellaria
19208,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Oberyn is tossed his weapon. He's very good with it. The crowd cheers
19211,e8-The Mountain and the Viper,season-04,Game-of-Thrones,The Mountain lunges forward as the battle begins
19216,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Oberyn stabs the Mountain in the gut
19218,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Oberyn charges at the Mountain to give him one final blow
19220,e8-The Mountain and the Viper,season-04,Game-of-Thrones,"Everyone looks down, surprised. Oberyn pulls his weapon out of the Mountain and starts walking around his body"
19222,e8-The Mountain and the Viper,season-04,Game-of-Thrones,"The Mountain trips Oberyn and grabs him in his massive hands. He punches out his teeth and gets on top of Oberyn, squeezing his head"
19224,e8-The Mountain and the Viper,season-04,Game-of-Thrones,Ellaria screams in agony. Tyrion looks dead inside
19226,e9-The Watchers on the Wall,season-04,Game-of-Thrones,Opens on Jon Snow and Samwell Tarly standing on the edge of The Wall. It's night
19247,e9-The Watchers on the Wall,season-04,Game-of-Thrones,"Sam gets in the lift back down off the wall. An owl perches on a post. Cut to the Wildlings where Thenn warg is standing with his eyes white. Ygritte, Tormund, and Styr are sitting in the background"
19261,e9-The Watchers on the Wall,season-04,Game-of-Thrones,Everyone laughs. Ygritte gets up and rushes towards Styr
19265,e9-The Watchers on the Wall,season-04,Game-of-Thrones,"Gilly walks along the top of the hill with her baby, looking down at the Wildling camp. She walks away quickly. Cut to Sam in the library reading"
19285,e9-The Watchers on the Wall,season-04,Game-of-Thrones,Aemon gets up and blows out the candle. Sam leaves the room and outside hears Gilly at the gate talking with Pypar
19296,e9-The Watchers on the Wall,season-04,Game-of-Thrones,Pyp goes to open the gate
19299,e9-The Watchers on the Wall,season-04,Game-of-Thrones,Gilly runs inside and Sam embraces her
19307,e9-The Watchers on the Wall,season-04,Game-of-Thrones,A horn sounds in the distance
19309,e9-The Watchers on the Wall,season-04,Game-of-Thrones,Members of the Night's Watch can be heard shouting frantically. The owl screeches. Cut to Thenn warg whose eyes turn back to normal
